Age,Annual_Income,Employment_Years,Credit_Score,Loan_Amount,Loan_Term_Months,Debt_To_Income_Ratio,Previous_Defaults,Dependents,Home_Owner,Default
64,1080219,26,577,583336,24,0.41,0,1,No,0
65,902186,25,673,609478,36,0.64,0,0,Yes,0
63,1423016,25,610,782465,48,0.59,0,1,Yes,0
64,739255,9,815,115843,36,0.42,0,1,Yes,0
53,549535,16,850,555425,36,0.3,0,4,Yes,0
37,534012,31,696,653918,36,0.36,0,2,Yes,0
68,1025001,23,719,644538,36,0.3,0,3,No,0
31,743060,7,671,50000,48,0.16,0,2,No,0
33,534053,29,668,407004,48,0.5,0,2,No,0
31,932391,25,686,703430,48,0.53,0,3,Yes,0
51,1012774,23,572,296885,24,0.73,0,0,No,0
48,881391,26,732,203427,48,0.37,0,3,No,0
64,1069878,14,601,640974,12,0.75,0,0,No,0
26,826429,27,651,574791,24,0.18,0,2,No,0
61,621912,10,682,557623,36,0.51,0,2,Yes,0
36,1043420,38,619,338425,36,0.75,0,0,No,0
24,532973,1,727,171333,24,0.5,0,4,No,0
55,461334,8,641,737360,12,0.37,0,3,Yes,0
68,1146784,22,765,1334345,36,0.41,0,2,Yes,0
46,695645,32,610,94945,36,0.64,0,0,Yes,0
32,1299705,18,666,755057,12,0.71,1,2,Yes,0
31,1056978,12,594,457194,36,0.37,1,1,Yes,0
57,672848,13,758,579288,36,0.59,0,3,Yes,0
45,945866,31,655,485067,36,0.7,0,1,No,0
38,1558514,21,635,1048803,60,0.25,0,2,No,0
39,1026281,19,664,299489,36,0.4,0,2,Yes,0
43,974509,32,671,349638,60,0.75,0,1,No,0
58,621583,4,712,519044,12,0.3,0,1,Yes,0
38,1353366,19,723,641864,12,0.48,0,1,No,0
46,1195381,13,667,833728,48,0.51,0,1,No,0
26,624331,26,676,622912,48,0.16,0,3,Yes,0
24,1364123,25,431,556373,36,0.61,1,0,Yes,0
64,849425,31,643,389560,24,0.34,0,1,No,0
49,547885,29,794,628111,48,0.4,0,0,Yes,0
54,620444,26,715,321610,60,0.5,1,1,No,0
37,1063310,25,594,550516,60,0.34,0,2,No,0
63,549949,17,648,445505,36,0.28,1,0,Yes,0
63,469065,22,632,254359,48,0.43,0,1,No,0
36,668337,23,765,889667,48,0.29,0,3,No,0
22,713146,3,757,255086,48,0.35,0,2,No,0
54,598005,2,617,401515,60,0.13,0,0,No,0
28,663816,29,680,103771,48,0.64,0,4,Yes,0
33,1075079,15,589,458009,48,0.34,0,3,Yes,0
62,876950,6,629,608393,36,0.11,0,0,No,0
28,645307,38,632,273323,36,0.6,0,3,Yes,0
50,671645,21,623,50000,60,0.06,0,1,Yes,0
52,760503,30,709,406243,36,0.47,1,3,No,0
56,777675,12,787,460825,12,0.54,0,4,Yes,0
67,778944,28,675,441203,36,0.18,0,2,No,0
50,1064074,27,595,896306,60,0.14,1,1,No,1
21,859111,18,696,583733,48,0.13,0,3,No,0
63,867937,22,696,564105,24,0.75,0,2,Yes,1
59,1228035,7,664,582486,12,0.58,0,1,Yes,0
37,1362995,24,828,580895,48,0.27,0,1,No,0
40,430708,37,699,389203,36,0.28,0,1,Yes,0
44,326327,37,725,266106,12,0.5,0,3,Yes,0
42,695178,34,500,1117846,60,0.37,0,3,Yes,0
49,1034938,25,602,463449,36,0.24,0,0,No,0
42,912795,2,721,505406,48,0.09,0,0,Yes,0
64,1116229,1,702,511316,60,0.6,0,0,No,0
29,682290,4,649,310750,36,0.67,0,2,No,0
57,212987,19,716,544614,36,0.19,0,3,No,0
30,389965,11,754,180257,36,0.09,0,1,No,0
56,969420,37,642,678978,60,0.13,0,1,Yes,0
57,1118526,15,630,435955,24,0.34,0,0,Yes,0
48,227960,36,659,782060,48,0.26,1,1,Yes,1
48,1223197,37,719,629341,36,0.1,0,1,Yes,0
62,939389,35,634,598440,48,0.37,0,1,No,0
63,778873,28,748,301560,48,0.19,0,1,Yes,0
41,611953,34,641,517548,12,0.1,0,0,Yes,0
44,1277348,36,635,688899,24,0.51,0,4,Yes,0
62,1069101,20,850,529139,24,0.45,0,3,Yes,0
60,947247,20,581,160603,36,0.63,1,2,Yes,1
22,580579,27,742,746361,60,0.26,0,2,Yes,0
28,1284254,5,535,688971,12,0.15,0,3,No,0
68,809105,19,732,124833,36,0.3,0,4,No,0
47,889705,35,850,531462,60,0.6,1,1,Yes,1
42,821917,12,764,703820,60,0.22,0,1,No,0
57,570334,39,787,350107,48,0.23,0,2,Yes,0
47,895916,10,672,168742,48,0.15,1,2,Yes,0
49,1009081,23,755,231316,36,0.74,0,3,No,0
23,667517,18,699,472778,24,0.73,0,1,No,0
64,870222,22,842,732654,12,0.51,0,1,Yes,0
33,817549,30,591,228175,36,0.2,0,2,No,0
65,1074539,36,774,230061,36,0.59,0,0,No,0
30,710317,36,714,424142,36,0.46,0,0,No,0
56,867971,2,606,671909,24,0.57,0,0,Yes,0
29,931150,33,658,938450,24,0.65,0,0,Yes,0
47,703529,28,551,521978,24,0.27,0,0,Yes,0
54,552393,2,418,331307,60,0.69,0,2,Yes,0
21,601218,14,584,300909,60,0.68,0,1,Yes,0
52,922757,6,648,843042,12,0.43,0,2,Yes,0
45,729405,2,686,184284,24,0.53,0,0,Yes,0
49,725423,15,575,548460,60,0.34,0,1,Yes,0
27,981244,33,654,829416,12,0.51,0,0,Yes,0
69,1105847,19,698,460421,60,0.43,0,4,Yes,0
23,1157514,38,633,229732,36,0.28,0,0,Yes,0
40,616249,32,593,632304,36,0.28,0,0,No,0
40,1076823,13,621,525989,48,0.51,0,2,Yes,0
50,1425494,34,786,617601,24,0.72,0,1,No,0
55,837821,10,541,644655,24,0.19,0,3,Yes,0
55,778006,19,772,629442,48,0.32,0,3,Yes,0
69,715471,29,789,574007,60,0.61,0,3,No,0
59,480872,27,651,669246,48,0.14,0,2,Yes,0
47,1052676,14,716,837265,48,0.75,0,0,Yes,0
46,779341,37,617,304142,60,0.52,1,0,Yes,0
34,755087,12,701,433584,24,0.69,0,0,Yes,0
37,1006203,34,850,698438,36,0.64,0,3,Yes,0
38,1033844,23,781,481796,24,0.59,0,2,Yes,0
65,619747,0,639,184077,12,0.07,0,4,Yes,0
49,626910,23,574,583212,48,0.33,0,2,No,1
40,613593,26,656,377146,24,0.19,1,0,No,0
47,1434054,17,701,1030088,12,0.66,0,0,Yes,0
38,1243143,25,737,748322,36,0.53,0,1,Yes,0
24,1012112,28,671,789904,12,0.12,1,0,No,0
21,687376,7,822,510421,24,0.3,0,2,Yes,0
21,722921,25,682,577630,12,0.1,0,0,Yes,0
46,909031,4,641,414404,60,0.57,0,2,Yes,0
65,1462739,32,721,290480,48,0.34,0,2,Yes,0
40,886663,39,736,272061,60,0.21,1,2,No,0
43,952647,4,618,1034150,60,0.41,0,4,No,0
30,200000,35,604,599215,60,0.08,0,2,No,0
31,877273,12,548,169327,24,0.23,0,2,No,0
61,381841,16,656,740371,60,0.17,0,0,No,0
61,653901,12,777,1155796,36,0.7,0,3,No,0
25,814065,24,733,116086,24,0.31,0,0,No,0
21,709369,1,769,650071,48,0.46,0,1,Yes,0
37,609212,23,627,219331,36,0.4,0,4,Yes,0
42,611885,35,666,788877,12,0.51,0,0,Yes,0
54,736685,24,527,50000,12,0.25,0,0,No,0
65,723587,33,760,519715,36,0.13,0,1,Yes,0
61,806081,11,787,610935,48,0.11,0,0,No,0
49,783656,18,594,153846,36,0.19,0,2,No,0
24,1183662,29,810,611015,48,0.39,0,1,Yes,0
25,200000,36,661,383793,12,0.22,0,0,Yes,0
31,873491,0,593,930786,36,0.35,0,3,Yes,0
41,821302,2,654,144055,24,0.07,1,0,No,0
55,759742,25,730,727124,60,0.49,0,1,Yes,0
32,588256,14,675,475007,60,0.66,0,0,No,0
46,755087,27,633,823409,36,0.08,1,0,No,0
39,309947,3,727,829157,60,0.2,0,0,Yes,0
65,862015,18,734,437095,48,0.27,1,3,Yes,0
27,916417,23,666,488828,12,0.25,0,0,No,0
67,588779,39,651,727185,36,0.08,0,0,Yes,0
27,1382207,5,636,630490,48,0.12,0,2,Yes,0
46,763866,15,718,470673,36,0.69,0,0,Yes,0
60,813221,31,551,291652,36,0.55,0,1,Yes,0
25,1200734,29,618,591330,36,0.72,0,0,No,0
41,1442637,34,667,222226,36,0.36,0,1,Yes,0
34,462998,7,616,662060,12,0.67,0,1,No,0
24,626851,4,700,777645,36,0.62,0,2,Yes,0
43,769196,36,693,293447,48,0.66,0,1,Yes,0
62,577138,11,850,395688,48,0.08,1,2,Yes,0
40,1053833,24,619,342344,36,0.51,0,3,Yes,0
35,544105,32,679,763471,36,0.45,0,2,No,0
65,1179980,38,603,513676,12,0.43,0,3,Yes,0
49,987094,23,835,408491,60,0.4,0,0,No,0
28,1149212,10,816,661883,36,0.61,2,4,No,1
61,545448,34,554,379812,36,0.73,0,1,No,0
68,684951,39,666,449057,24,0.63,0,1,Yes,0
39,1069395,0,682,221262,24,0.66,0,1,No,0
68,1014977,7,652,709661,12,0.39,0,2,No,0
59,713942,22,641,227010,48,0.53,0,4,No,0
66,756640,19,741,858235,36,0.34,0,2,No,0
48,669695,31,823,559746,36,0.3,0,0,Yes,0
66,748566,10,744,460821,60,0.68,0,0,No,0
47,510397,6,749,496725,24,0.68,0,1,No,0
24,460034,29,651,927487,24,0.53,0,1,No,0
35,1101629,38,761,163460,24,0.64,0,0,Yes,0
55,738378,12,761,181986,36,0.3,0,3,No,0
57,1145398,2,642,739847,60,0.35,1,1,Yes,0
21,978795,6,661,269662,60,0.62,0,2,Yes,0
23,893603,12,553,315199,36,0.33,0,1,No,0
67,586933,36,571,389230,48,0.08,0,3,No,0
44,436766,24,645,781367,60,0.3,0,2,No,0
47,662927,22,594,702386,36,0.33,0,1,No,0
60,1259575,32,744,464704,24,0.16,1,2,No,0
56,1066687,4,667,600128,48,0.29,0,1,Yes,0
54,634875,31,722,594082,48,0.7,0,0,Yes,0
49,666331,29,582,249368,36,0.65,0,1,Yes,0
44,521273,30,783,266375,24,0.36,0,3,Yes,0
44,335874,12,719,50000,36,0.55,0,3,No,0
62,830480,4,712,872649,36,0.16,1,1,Yes,0
24,1317523,22,755,332477,24,0.58,0,2,No,0
23,1321289,0,705,503397,36,0.38,0,2,No,0
54,982371,9,598,634727,24,0.56,0,3,No,0
69,619198,26,730,257182,36,0.5,0,0,No,0
43,365155,7,617,288101,12,0.21,1,1,Yes,0
43,1114118,2,696,269769,60,0.63,0,1,Yes,0
65,934165,18,618,50000,24,0.45,0,0,Yes,0
25,705131,1,812,483715,36,0.6,0,3,Yes,0
51,655012,30,733,1084289,12,0.12,0,0,Yes,0
61,980130,9,760,367640,24,0.48,0,1,No,0
26,552013,15,619,374468,48,0.25,1,3,Yes,0
57,871769,36,703,407546,24,0.65,0,2,Yes,0
30,434053,19,695,577902,36,0.71,0,2,No,1
60,1468553,2,688,720361,12,0.09,0,1,No,0
27,593885,34,525,291378,36,0.56,0,1,Yes,0
59,994519,33,837,615643,48,0.12,0,0,Yes,0
58,440593,20,676,478563,60,0.65,0,2,Yes,0
41,751024,35,720,574719,36,0.14,0,0,Yes,0
40,1065385,31,574,612822,48,0.19,0,1,No,0
23,1130286,17,797,256299,48,0.23,0,0,No,0
42,1028986,33,790,368480,24,0.56,2,2,No,1
67,758526,37,748,615590,60,0.25,0,3,Yes,0
24,600214,2,701,464953,36,0.47,0,1,No,0
48,476696,2,850,698059,24,0.45,0,0,Yes,0
32,1251139,26,758,444401,60,0.33,0,3,No,0
58,831011,1,570,752619,24,0.43,0,1,Yes,0
56,886471,2,697,50000,36,0.13,0,0,Yes,0
67,1149610,16,726,580836,36,0.66,0,0,Yes,0
61,976019,38,688,177585,36,0.19,0,0,Yes,0
25,761774,37,725,780343,48,0.67,0,0,No,0
33,1023321,39,795,462660,24,0.41,0,0,No,0
43,613236,18,664,414874,36,0.48,0,3,No,0
50,334657,18,649,293445,24,0.23,0,0,No,0
57,1223552,4,593,665923,24,0.21,0,1,Yes,0
45,638238,4,530,642035,48,0.39,0,2,Yes,0
68,708713,13,655,429617,48,0.24,0,2,Yes,0
47,735174,26,625,666358,36,0.35,0,4,No,0
34,619338,35,663,555155,12,0.36,0,4,Yes,0
68,1130400,39,633,521490,36,0.24,2,2,Yes,0
67,912336,34,594,695719,24,0.25,0,2,Yes,0
56,708863,20,635,952836,48,0.73,0,1,Yes,0
59,417299,4,721,570473,12,0.46,0,1,No,0
36,891139,23,637,570858,36,0.63,0,0,Yes,0
42,200000,38,664,729652,36,0.08,0,2,Yes,0
41,869823,23,847,261883,60,0.05,1,1,Yes,0
41,1202954,39,766,454230,12,0.41,0,0,Yes,0
28,819367,12,698,403478,24,0.63,0,0,Yes,0
69,1161898,37,700,575099,60,0.48,1,2,Yes,1
36,431246,0,623,554235,36,0.48,0,0,No,0
51,1411562,38,646,939641,48,0.15,0,2,No,0
62,1129185,9,657,874796,48,0.73,1,3,No,0
30,942789,1,688,121296,36,0.42,0,1,Yes,0
52,620481,15,676,589316,24,0.12,0,2,Yes,0
54,570643,36,589,677047,24,0.34,0,1,Yes,1
29,778727,15,727,521012,48,0.1,0,2,No,0
37,1160833,22,634,371003,48,0.34,0,1,Yes,0
31,405343,25,833,844678,48,0.55,0,3,Yes,0
52,803123,15,779,582539,36,0.28,0,4,Yes,0
30,1020266,26,547,239145,24,0.27,0,1,Yes,0
42,1078804,29,659,744005,36,0.41,0,0,No,0
37,1019370,32,808,616935,60,0.4,0,2,No,0
24,374721,31,733,339084,60,0.38,0,2,No,0
68,1139533,8,687,309133,36,0.41,0,4,Yes,0
67,820158,10,493,300967,36,0.08,0,3,Yes,0
45,474321,36,662,795938,48,0.38,0,3,Yes,0
41,792749,5,696,647367,36,0.74,0,2,No,0
57,212400,29,515,739057,36,0.59,0,1,Yes,1
58,973489,39,729,551124,36,0.25,0,3,No,0
69,761687,14,623,329612,24,0.52,0,1,Yes,0
21,418965,29,704,301415,24,0.28,0,1,Yes,0
45,712977,17,690,768287,24,0.18,0,0,No,0
56,587760,11,659,611557,12,0.59,0,1,No,0
37,606924,3,743,433576,24,0.2,0,0,Yes,0
61,200000,15,702,505338,24,0.65,0,2,Yes,1
44,298350,22,850,749521,24,0.32,0,2,No,0
22,731090,10,822,640796,12,0.58,0,1,No,0
60,679474,23,599,476932,36,0.23,0,4,Yes,0
35,1092193,21,774,488437,36,0.51,0,2,Yes,0
52,610465,38,621,352372,60,0.2,0,0,Yes,0
59,641905,14,586,505788,36,0.07,0,1,No,0
26,655928,14,561,428036,12,0.62,0,1,No,0
21,740891,9,651,487465,36,0.65,0,1,No,0
67,827439,27,760,364609,48,0.67,0,1,Yes,0
43,678101,35,692,165067,36,0.08,0,0,No,0
59,971366,16,720,738449,24,0.58,0,1,Yes,0
37,1490066,35,421,643279,60,0.64,0,4,Yes,1
54,552366,21,661,433631,24,0.27,0,1,Yes,0
61,917549,22,595,419547,60,0.38,0,1,Yes,0
49,808857,28,553,152813,48,0.34,0,2,Yes,0
29,1114110,21,583,766469,48,0.36,0,0,Yes,0
33,860899,10,685,813487,36,0.64,0,2,Yes,0
26,582064,35,732,478002,24,0.34,0,2,Yes,0
26,450483,28,607,581695,48,0.26,1,0,No,0
40,983146,31,727,252824,36,0.14,0,0,Yes,0
23,474859,13,745,521399,36,0.52,0,1,No,0
37,1155122,17,706,327999,24,0.11,0,3,No,0
69,965957,37,611,328865,24,0.09,0,2,Yes,0
32,826012,36,640,427850,36,0.53,0,3,Yes,0
68,406323,33,706,393928,36,0.54,1,3,Yes,0
67,1002596,22,622,467933,36,0.19,0,1,Yes,0
65,1285029,31,731,764161,36,0.72,0,2,No,0
21,672471,2,591,50000,48,0.6,0,3,No,0
37,577427,21,710,366682,36,0.53,0,2,Yes,0
23,772392,22,752,657940,36,0.58,1,1,Yes,0
46,940082,3,695,548679,48,0.34,1,1,Yes,0
35,640634,12,600,305061,48,0.37,0,1,No,0
56,1069759,31,549,1026300,36,0.66,0,1,Yes,0
52,1373215,28,591,1174086,60,0.07,0,1,Yes,0
52,899073,39,718,496123,36,0.61,0,0,No,0
24,702504,39,663,252139,24,0.36,0,2,Yes,0
38,932001,9,631,437220,48,0.37,0,3,Yes,0
69,1153189,12,711,218169,24,0.28,0,1,No,0
39,847890,16,521,600161,60,0.47,0,0,Yes,0
63,945528,37,659,643890,36,0.52,0,3,Yes,0
55,1011429,1,591,746330,48,0.16,1,2,No,0
60,537366,16,571,599855,36,0.45,0,2,Yes,0
34,937736,25,638,557189,12,0.38,0,2,No,0
53,397415,37,850,248112,48,0.6,0,2,Yes,0
34,602470,36,730,194378,48,0.43,1,3,Yes,0
54,1143698,4,589,50000,60,0.35,0,3,Yes,0
24,1061310,24,776,520220,36,0.42,1,2,Yes,0
44,718945,8,575,715816,36,0.39,1,1,No,1
49,1311738,27,801,787918,60,0.7,0,0,Yes,0
39,406942,21,609,709401,24,0.27,0,2,Yes,0
26,738473,28,688,408200,24,0.08,0,0,No,0
53,882531,34,846,964788,24,0.51,0,3,Yes,0
69,200000,19,651,262801,60,0.47,0,1,Yes,0
60,752701,4,827,251125,24,0.69,0,3,No,0
39,462650,38,674,691676,48,0.13,0,1,Yes,0
21,469478,31,673,851559,36,0.42,0,1,No,0
25,718331,38,609,948162,24,0.16,0,1,Yes,0
47,252302,9,792,749276,60,0.37,0,0,No,0
36,557612,39,640,683650,36,0.61,0,0,Yes,0
26,259315,16,832,703206,36,0.65,0,1,Yes,0
60,837136,36,629,430469,24,0.63,0,3,Yes,0
33,831304,14,643,299680,36,0.43,0,2,No,0
68,695435,8,760,568676,48,0.49,0,3,No,0
55,1098933,31,671,76084,36,0.44,0,4,Yes,0
39,711151,22,703,422916,36,0.44,0,0,Yes,0
32,793075,10,575,367320,24,0.67,0,2,Yes,0
36,528199,12,688,645817,60,0.2,0,1,No,0
63,200000,17,709,555032,48,0.36,0,0,Yes,0
30,756398,8,817,871617,48,0.48,0,0,Yes,0
45,717215,4,641,705571,24,0.59,0,0,Yes,0
40,1312972,21,706,340220,36,0.58,0,2,Yes,0
51,1000233,31,776,668127,12,0.13,0,1,Yes,0
24,676063,1,683,68183,36,0.21,0,1,No,0
64,842498,20,766,683099,36,0.69,0,3,Yes,0
43,1072105,27,850,313458,60,0.3,1,0,Yes,0
22,955026,23,682,348055,60,0.05,0,2,Yes,0
42,1300671,23,785,835743,36,0.19,0,4,No,0
57,563181,13,721,597384,36,0.73,0,2,Yes,0
28,1092510,36,748,451724,36,0.27,0,1,Yes,0
27,673138,26,736,754097,12,0.48,0,0,No,0
34,858084,23,765,868316,48,0.56,0,1,Yes,0
23,632696,5,760,250071,48,0.5,0,1,No,0
36,757397,25,674,321563,36,0.31,0,2,Yes,0
39,863468,14,635,702798,48,0.35,0,3,Yes,0
38,977976,28,714,576648,60,0.64,1,0,Yes,0
36,818407,35,563,50000,36,0.51,0,1,Yes,0
28,200000,9,729,945671,36,0.07,0,3,No,0
53,776915,27,739,379556,60,0.19,0,2,Yes,0
69,1241120,8,665,248768,48,0.25,0,1,Yes,0
32,774538,20,683,502901,60,0.31,1,3,Yes,0
31,1249544,9,752,725520,24,0.45,0,4,Yes,0
25,763940,3,739,783666,36,0.31,0,0,Yes,0
47,328405,3,754,514292,36,0.63,0,0,No,0
32,670113,5,742,1133957,36,0.38,2,3,No,0
37,632469,25,688,1205765,60,0.4,0,0,Yes,0
26,731140,39,678,611992,36,0.35,1,3,Yes,0
53,444404,15,713,484480,60,0.27,0,1,Yes,0
25,797353,7,796,415792,36,0.56,0,0,Yes,0
48,701522,27,701,461801,12,0.21,0,1,Yes,0
34,1186358,15,784,873774,24,0.53,0,0,Yes,0
25,436928,37,517,583950,24,0.42,0,0,Yes,0
53,873700,0,705,717576,36,0.12,0,1,Yes,0
68,923308,18,686,673471,24,0.06,0,0,Yes,0
61,1032494,16,546,651596,36,0.17,0,0,Yes,0
39,690923,27,558,772266,48,0.58,0,0,No,0
42,866240,11,716,706890,24,0.32,0,1,Yes,0
25,905983,5,688,619168,12,0.61,0,4,Yes,0
22,305490,6,743,961221,36,0.4,0,0,Yes,0
50,701689,7,472,170176,48,0.07,0,2,No,0
67,790200,2,765,570761,60,0.64,1,1,Yes,0
59,825373,20,766,368093,48,0.71,0,0,Yes,0
24,821701,7,569,729908,60,0.1,0,0,Yes,0
53,931256,27,792,91447,24,0.2,0,0,Yes,0
33,1381281,29,823,558295,36,0.55,0,2,No,0
40,621371,31,573,620594,48,0.75,0,4,Yes,1
27,914351,10,688,805739,48,0.66,0,2,No,0
35,1190390,19,695,394304,48,0.12,0,0,Yes,0
43,260408,15,536,1197557,36,0.48,0,1,Yes,1
34,880439,24,653,353406,12,0.52,0,3,No,0
43,295886,8,792,215446,24,0.49,1,0,No,0
39,1455673,38,611,651448,24,0.45,0,2,No,0
49,956615,39,826,468111,12,0.25,0,0,Yes,0
40,916127,39,709,960338,48,0.52,0,0,No,0
49,237987,2,616,102541,24,0.56,0,1,No,0
44,648652,15,683,508921,36,0.45,0,3,Yes,0
38,650061,11,562,704528,60,0.4,0,2,Yes,0
30,1329936,14,714,333347,36,0.2,0,0,Yes,0
61,1018760,3,664,151902,24,0.43,0,0,Yes,0
28,304121,22,645,862039,48,0.14,0,1,Yes,0
46,940850,26,564,290144,48,0.1,0,0,No,0
49,349128,38,673,760959,24,0.59,1,1,Yes,0
30,311200,36,696,268967,48,0.52,0,3,Yes,0
37,936026,12,570,420276,24,0.5,0,1,Yes,0
22,1023430,36,766,689303,48,0.7,0,3,No,0
26,937626,39,702,588478,24,0.32,0,2,No,0
25,1363874,20,612,267134,36,0.33,0,2,Yes,0
48,910625,28,672,632646,36,0.34,0,2,No,0
61,851028,28,746,50000,48,0.38,0,0,Yes,0
25,435197,10,789,199921,48,0.41,0,0,Yes,0
38,1057284,27,806,936391,60,0.59,0,2,No,0
46,304566,9,824,457575,24,0.2,1,0,No,0
40,1406110,4,573,679482,48,0.35,0,0,No,0
61,1061239,24,623,672235,24,0.4,0,1,No,0
69,1636939,32,567,413976,36,0.17,0,3,Yes,0
47,916798,16,767,529327,36,0.54,0,4,Yes,0
69,1076049,32,666,206827,12,0.09,0,2,No,0
32,716848,24,781,532471,12,0.46,0,4,Yes,0
27,787016,32,566,377378,48,0.19,0,3,No,0
23,484539,8,624,1022938,24,0.06,0,0,Yes,0
30,365687,26,616,324699,36,0.27,0,1,Yes,0
54,856849,24,779,628335,36,0.35,0,2,No,0
45,785245,3,736,431614,24,0.62,0,0,Yes,0
55,477207,8,517,703356,24,0.34,0,1,Yes,0
36,530380,14,642,160858,36,0.69,0,2,Yes,0
22,809740,15,756,466995,12,0.64,0,1,No,0
44,472063,15,769,648100,60,0.18,0,3,Yes,0
30,906993,12,713,558820,60,0.16,0,1,Yes,0
58,481373,13,694,623938,36,0.22,0,0,No,0
42,876756,21,605,292700,24,0.3,0,0,Yes,0
46,454786,20,765,413363,36,0.46,0,2,Yes,0
63,456045,8,584,495285,12,0.14,0,1,No,0
59,200000,3,551,694971,36,0.42,0,0,No,0
47,751916,9,696,849219,12,0.46,0,2,Yes,0
49,1236219,34,644,50000,48,0.51,0,1,No,0
67,1219199,8,737,420114,24,0.44,0,3,Yes,0
58,897220,15,718,335267,36,0.63,1,1,Yes,0
40,200000,17,816,306667,12,0.5,0,4,Yes,0
47,1053162,9,712,566660,36,0.7,0,1,Yes,1
61,867699,20,764,508141,12,0.54,1,1,No,0
40,678049,14,611,219513,60,0.36,0,2,No,0
64,1162209,14,736,207262,36,0.2,0,2,Yes,0
39,984633,10,657,615465,24,0.06,0,0,Yes,0
40,1388464,39,640,227111,36,0.11,1,2,Yes,0
55,378308,36,607,326305,12,0.18,0,0,Yes,0
67,401770,19,803,730853,36,0.2,0,4,Yes,0
22,452306,33,679,543093,24,0.57,0,2,Yes,0
50,714493,21,616,886907,36,0.32,0,0,Yes,0
54,1276451,17,734,473254,36,0.28,0,0,Yes,0
42,612922,15,644,1058228,48,0.09,1,3,Yes,0
23,619338,4,616,454070,36,0.43,0,3,Yes,0
26,925187,0,850,799450,48,0.48,0,1,Yes,0
35,1052946,18,583,290022,60,0.66,0,0,No,1
47,200000,9,829,337458,60,0.4,0,1,Yes,0
30,1111914,20,615,922937,24,0.06,0,2,Yes,0
29,603435,12,730,326175,48,0.1,0,2,No,0
53,769272,23,671,445660,36,0.24,0,3,Yes,0
52,1225479,22,738,334637,36,0.15,0,2,No,0
68,735066,22,569,781095,60,0.59,0,1,Yes,0
26,340438,10,559,197680,24,0.13,0,1,No,0
61,357828,1,741,826874,36,0.16,0,2,No,0
56,791266,5,537,561180,36,0.52,0,1,No,0
22,699690,10,586,546614,12,0.22,0,3,Yes,0
49,817841,14,672,485615,60,0.73,0,1,Yes,0
24,679616,8,576,812696,36,0.65,1,1,No,1
21,1172428,11,586,445191,48,0.57,2,0,No,1
39,807430,35,647,322252,60,0.29,0,0,No,0
46,271106,27,505,630108,48,0.09,0,0,No,0
45,1044959,22,567,478644,60,0.29,0,1,No,0
30,1371881,26,787,990202,12,0.31,0,0,Yes,0
35,846479,23,756,727957,36,0.14,1,1,No,0
42,869765,13,850,586711,36,0.13,0,1,Yes,0
68,566034,34,727,858535,48,0.52,0,1,Yes,0
41,727264,26,784,137284,24,0.21,0,1,No,0
42,950861,20,646,640266,48,0.52,0,3,No,0
56,1139537,12,665,525517,24,0.43,0,2,No,0
54,933800,7,713,449154,12,0.68,0,3,Yes,0
50,1345412,33,528,429760,36,0.61,0,4,Yes,0
45,829541,22,723,778312,36,0.16,0,0,No,0
65,463491,8,630,50000,60,0.48,0,2,Yes,0
48,472083,0,643,618125,48,0.51,1,0,No,1
21,1170323,35,759,142390,36,0.65,0,3,No,0
69,1102130,15,555,438849,24,0.5,0,0,No,0
65,306618,24,684,487423,24,0.15,0,1,Yes,0
24,737147,17,715,904117,36,0.23,0,4,Yes,0
27,748041,33,637,366610,24,0.5,1,3,Yes,0
69,574540,37,682,513588,48,0.69,0,0,Yes,0
29,376888,2,686,192799,24,0.67,0,0,No,0
56,567918,19,751,626455,36,0.3,0,3,Yes,0
39,513995,18,665,167242,48,0.63,0,0,Yes,0
21,384059,12,579,55461,48,0.41,0,3,Yes,1
30,1048719,16,633,122768,36,0.38,0,3,Yes,0
56,884883,13,652,429045,24,0.3,0,0,No,0
29,660763,29,615,441540,60,0.52,0,0,Yes,0
65,200000,21,695,783678,48,0.47,1,0,Yes,0
66,710277,28,691,880539,48,0.31,0,0,Yes,0
62,956316,1,687,874517,24,0.58,0,1,Yes,0
52,579186,7,608,787682,36,0.32,0,2,No,0
52,455010,13,690,1018857,12,0.46,0,1,No,0
26,763093,33,783,613840,24,0.32,0,1,Yes,0
68,900520,12,703,617484,24,0.13,1,0,No,0
58,200020,9,765,956757,36,0.16,0,0,Yes,0
37,1206202,7,688,221413,60,0.51,0,2,No,0
30,425261,6,629,734957,36,0.62,0,3,No,0
47,673165,12,748,488209,48,0.38,0,1,No,0
55,1154381,25,567,833297,60,0.28,0,3,No,0
41,837607,31,635,795447,24,0.29,2,0,Yes,0
45,1128827,18,668,458915,24,0.47,0,3,Yes,0
48,1266103,14,732,198805,24,0.38,0,1,No,0
67,362097,1,781,837383,60,0.05,0,3,No,0
35,1070613,36,747,381716,48,0.59,0,3,No,0
24,1197646,18,739,530269,36,0.15,0,2,No,0
49,687258,32,749,220271,48,0.52,0,1,Yes,0
29,711135,38,760,409849,24,0.29,1,1,Yes,0
47,226086,32,588,754077,24,0.45,0,2,Yes,1
46,1034323,0,850,596291,36,0.65,0,1,Yes,0
39,200000,38,768,312178,48,0.16,0,2,Yes,0
48,1090642,27,665,50000,24,0.59,0,2,No,0
37,374699,16,709,672047,24,0.08,0,0,No,0
63,1217206,5,574,396186,36,0.69,1,0,Yes,1
